Sentiment,Text,Word Count
neutral,nokia enough user well,10
neutral,part eseries business promise nokia e equipped variety email solution small stylised package said dave grannan general manager enterprise solution nokia,42
neutral,company share listed mid cap segment nasdaq omx helsinki,17
neutral,nordea bank estonia part largest financial group nordic country,15
positive,finnair expands finnair plan add flight route hong kong india russia,19
neutral,company continued development fully human antibody vap antibody program,16
neutral,delivery start second half start mill scheduled,20
neutral,op pohjola group capital adequacy ratio act credit institution stood tier ratio,24
positive,via satlan acquisition teleste plan expand market presence video service partner cable operator broadcaster iptv service provider,28
neutral,result tax loss million euro,12
neutral,net sale healthcare trade business eur million eur million operating profit eur million eur million,26
positive,concept enables commercially affordable way manufacture high quality tco coated glass solar industry,18
negative,reporting period eps stood eur versus eur,14
positive,south african sappi become largest foreign forest industry company operating finland result acquisition finnish real corporation graphic paper business unit,29
neutral,deal includes rental equipment related merchandise rental contract depot two employee company said,24
negative,salonen added data show producer pulp inventory north america declining,16
neutral,metsaliitto sell million b share neomarkka accounting pct neomarkka equity pct voting right,28
neutral,expenditure must justified pas budget approval hurdle believe rop model help make easier security practitioner make business case acquiring enabling security technology related control activity,42
positive,revenue july september grew percent euro billion finnish company said thursday,19
negative,high court finland fined seven local asphalt company lion million operating cartel,24
positive,net sale grew period x ac million u million x ac million,20
neutral,according l nnen tehtaat ceo matti karppinen company aim deliver fish product customer day earlier currently,27
positive,asimilar agreement signed china mobile ltd sehk nyse chl largest mobile carrier thegps social networking service provider promoting gypsii service beijing olympic game according thelatest news,45
neutral,cargotec net sale exceeded eur billion,11
neutral,nordstjernan make offer approximately one month september,14
negative,profitability ebit compared q,17
neutral,company use money product development research activity key market finland germany italy france,26
neutral,transaction tikkurila powder coating related operation,12
neutral,unilever turun sinappi made sweden hold market,16
neutral,condition deal savcor alfa bought photonium akseli lahtinen inc business operation prior deal,26
neutral,aspocomp group oyj stock exchange release december pm according disclosure received today aspocomp group oyj share henrik nyberg aspocomp group oyj share capital vote decreased percent,44
neutral,transaction tikkurila powder coating related operation company said,17
positive,production expand elcoteq location including mexico hungary,16
positive,finnish office supply computer accessory dealer beltton group plc said net profit rose mln euro mln mln euro mln,37
neutral,first solteq service company operating st petersburg area include maintenance material management system data collection solution,26
neutral,authorisation force end next annual general meeting repeal authorisation acquire share given general meeting held april,34
positive,group aim increase net sale comparable operating profit,15
neutral,nokia music store begin trading tuesday selling single album well live music streaming,20
neutral,kone annual net sale eur billion approximately employee,17
neutral,value multi year agreement eur mn year,13
neutral,production scheduled start end april,12
neutral,company closed last year turnover four million euro,14
neutral,ahlstrom corporation stock exchange announcement ahlstrom corporation publish first quarter financial result friday april approximately finnish time,30
neutral,currently glaston employ approximately person,7
positive,turnover rose eur eur,7
neutral,l operative finland sweden latvia russia norway,14
neutral,satama trainer house remain name independent brand business area,17
neutral,aug curbed delivered newstex latest racked covering shopping retail sidewalk,28
positive,group expand chain include store,11
neutral,motorola world second largest maker cell phone unveiled new phone tuesday bid resurrect ailing handset business,26
neutral,outotec currently delivering new oil shale processing plant eesti energia estonia based enefit technology developed jointly eesti energia outotec,31
neutral,financialwire tm fully independent proprietary news wire service,12
neutral,customer come following country uk usa spain france italy germany china hong kong sweden norway netherlands austria belgium switzerland czech republic finland canada russia ukraine denmark ireland south korea liechtenstein,57
neutral,company also equipped sculptural complex rabochy kolkhoznitsa worker collective farmer moscow snow melting system,23
positive,service supplier efore plc streamline operation finland u finnish electronic system service supplier efore plc omx helsinki efo v said tuesday february initiated statutory negotiation regarding streamlining operation finland,48
neutral,product advisory apply nokia branded battery company said,16
neutral,new production line novator mill veliky ustjug vologda oblast sveza change current birch plywood production targeting domestic market produce overlaid birch plywood global market,48
positive,measure expected produce annual cost saving eur million starting,17
negative,q bank land net interest income weakened eur mn,21
negative,top u commerce department published worse expected construction spending figure november,17
positive,major order india comptel corporation received significant long term order mediation provisioning solution used leading operator india,26
negative,operating profit excluding non recurring item totalled eur mn eur mn corresponding period,24
neutral,fixed acquisition price amount nok approximately eur million additional price nok eur million maximum,27
neutral,company give palm oil altogether however,12
negative,finnish medium company talentum oyj net profit decreased mln euro mln first quarter mln euro mln period,40
neutral,deal know pay sek usd eur cash stock,21
neutral,per share subscription price share subscribed option right eur,16
neutral,bank tokyo mitsubishi ufj ltd acted agent loan,14
neutral,piloting instrument developed according experience gained,15
neutral,panostaja oyj board also decided organisational meeting held upon completion agm implement agm decision concerning board member fee paid share way share transferred quarterly basis date following publication quarterly annual report,50
positive,addition demand finland export lining stone product also increased,17
positive,growth net sale continued favourably middle east africaand asia pacific,18
neutral,service also enables user watch e mail html format en enhanced addition language choose,22
positive,company strength apetit brand,9
positive,january september finnlines net sale rose eur mn eur mn corresponding period,24
neutral,tecnotree convergent charging solution includes functionality prepaid post paid billing charging rating voice call video call raw data traffic mobile fixed network,33
positive,truly take efficiency new height mr metso add,13
neutral,raisio site main production plant well company headquarters,15
neutral,selling consortium includes fund managed oko bank venture capital unit bio fund management finnish industry investment government owned investment group,27
neutral,finnish construction machinery equipment rental group cramo oyj said march swedish sector subsidiary cramo ab sell dutch subsidiary cramo nederland b v cnl dutch rental scaffolding company jaston groep b v undisclosed sum,46
neutral,rockwell collins provider flight deck cabin information management solution business aircraft operator,19
neutral,helsinki october ssh communication security corp board director information please contact tomi laamanen chairman tel distribution nasdaq omx helsinki ltd,38
neutral,marathon estimate value remaining stake protalix million,15
neutral,company distribute dividend,10
positive,operating profit increased eur mn eur mn corresponding period,18
neutral,linde act responsibly towards shareholder business partner employee society environment every one business area region location across globe,32
negative,largest restructuring planned italy negotiation job cut initiated today company noted,25
negative,upm stock fell percent euro early afternoon trading helsinki,17
positive,excited working maxi first commercial deployment master maya said joe doering head asia south region nokia siemens network,34
negative,operating loss totalled eur mn profit eur mn first half,22
neutral,however two previously ordered set start producing electricity end october said,22
neutral,metso paper delivery comprise advantage dct tissue machine including quality control distributed control system qcs dc,23
neutral,concrete cooperation also carried various project doctoral thesis diploma dissertation,17
neutral,dnb nord norway likely nordic buyer citadele nordea would good strategic fit according document published pietiek,34
positive,thanksto improvement demand adjustment made theutilization rate cramo fleet substantiallyimproved,21
neutral,popular paper far kesko loyal customer magazine pirkka reader,17
neutral,data processing unit collect data calculates rvr value provides data user via various interface,21
positive,austin texas sept texas department transportation award contract teleste video compression distribution equipment,21
positive,revenue grew percent euro million u million euro million,15
neutral,patrizia add acquisition portfolio already worth eur bn,11
neutral,helsinki afx outokumpu said agreed sell hitura nickel mine finland canadian group belvedere resource ltd mln eur worth belvedere share,33
positive,ixonos estimate hire specialist mechanical engineering electronics design r new unit jyvaeskylae end,29
negative,scanfil issued profit warning april,10
positive,give u sense pride exposure said bruce hansen svh sale representative wolverine,23
neutral,based calendar year combined company eur bn pro forma annual revenue expected start operation employee,28
positive,digia said consolidated net sale january june eur period eur,29
positive,fourth quarter saw rapala swing back pretax profit mln eur year earlier loss mln back pct uplift sale mln eur stronger performance north america,46
positive,mill long tradition hold established position market,14
neutral,alma medium corporation press release march tyrv n sanomat purchase confirmed business operation tyrv n sanomat oy transferred suomen paikallissanomat oy,28
neutral,reporting accordance merged business operation start january,17
negative,finnish sport equipment company amer sport said decided lay worker salomon division france,22
neutral,following registration number issued outstanding share basware,16
neutral,south america asia promising market,9
negative,awkward thing use holding phone one hand,18
negative,operating profit totaled eur mn eur mn,15
neutral,cent recognize potential partnership supplier,7
neutral,iso omena based matinkyla district southern part city espoo southern finland,21
neutral,nokia announced launch bicycle charger kit compatible nokia phone mm charging interface,26
neutral,companiesandmarkets com provides wide range research report industry statistic competitive intelligence industrial sector,19
neutral,retail chain launched correspond profit sale forecast company,18
positive,nevertheless market share rose percent percent year earlier,16
neutral,board director authorized decide term share issue,16
neutral,rim revamped blackberry o ui version mobile operating system,17
positive,march finnish company digia oyj hel dig v announced today agreement mobile phone major nokia oyj hel nok v acquire commercial licensing service business related nokia qt technology,39
neutral,according ultrascan software acquired cracker managed change mobile phone way phone able get hold one time password sent bank via text message,43
positive,transaction alma medium raised stake talentum share voting right,25
neutral,argentine agricultural export company calafate tapped compatriot firm finnegans software solution latter company said statement,23
negative,operating loss amounted eur mn compared profit eur mn year earlier,21
neutral,partnership finnish paulig danish subsidiary oscar puljonki acquired sale organization european market,21
neutral,revenue business reached nok million,12
neutral,reason behind estimate include rise rent level several fully leased office retail property completed added company investment property portfolio,33
neutral,cargotec also move hallberg ivarsson service installation business roof service center kalmar macgregor solution gothenburg,26
neutral,sukhraj dulai block boni sue court cul de sac city north side started vehicle went inside house tuesday leaving garage door open,40
negative,reduction notice applied people,8
neutral,company also supplied mw power generating equipment number project papua new guinea including engine wartsila type lihir gold,35
positive,systeemitiimi sale project resource also strengthened director paul skogberg said,16
neutral,finnish logistics information solution provider done solution corporation omx helsinki dso v reported wednesday october operating profit eur net sale eur period january september,42
neutral,tekla structure product box needed made recycled material,16
neutral,risk exposure non life insurance moving month expense function non life insurance excluding expense investment management expense service rendered non life insurance investment portfolio allocation,30
positive,operating profit totaled eur mn eur mn,13
neutral,implementation important operator since launch fixed mobile convergence service brazil see brazil may,29
positive,orion pharma operating profit increased,12
neutral,value order eur mn,9
neutral,sweden gallerix accumulated sek denominated sale eur denominated sale,21
neutral,inha work invested product development market research,12
neutral,deal includes option cramo buy minority stake,16
neutral,thus group balance sheet eur million goodwill company added,19
neutral,estimated turnover new company lvl million eek million,15
negative,majority company personnel finland temporarily laid one six week period february june period,28
positive,adp news feb finnish computer service company proha oyj hel art v said today net loss narrowed eur usd eur million,43
neutral,portfolio comprises leasable space vacancy rate roughly let around tenant two largest swedish government ericsson,36
neutral,together latvia cramo operate rental outlet baltic state,15
positive,based upon unique fiber expertise innovative approach company strong market position several business area operates,26
neutral,agreement includes application maintenance support service,9
neutral,segu company pkc polish unit form business servicing western european market annual sale hundred million employee finnish company ceo harri suutari said,42
negative,real estate company posted net loss x million x per share compared net profit x million x per share corresponding quarter,44
neutral,outsourced scan capture solution transfer paper invoice electronic format basware business transaction service allows customer receive send invoice electronic format,31
neutral,contract consists new building area sq renovation existing building,21
neutral,familiar blue white red hk seal received authentic look,17
negative,hobby hall sale decrease pct due implementing new information system involved changing principal posting sale,24
neutral,currently quarterly applied surcharge differ significantly actual market price,13
neutral,term agreement bunge acquire raisio keiju makuisa pyszny duet brand manufacturing plant finland poland,27
positive,profitability ebit compared previous year period,18
negative,cash flow operation recent quarter also reached eight year low,16
neutral,teleste expects start delivery end,12
negative,rapala vmc corporation stock exchange release october kaupthing bank oyj kapthing informed rapala vmc corporation rapala interrupted liquidity providing rapala share time,47
negative,border guard service banned mooring company car shipping ferry test travel railroad car terminal russian port border checkpoint yet ready,33
neutral,finnish bank land launch long term pension saving account beginning june,18
neutral,swedish maritime administration closed furusund channel viking line normally charter en route stockholm,20
neutral,answer question many visitor conversation get big team problem setting social medium channel,27
neutral,proha plc euronext announced today may fully owned subsidiary safran software solution agreed sell share safran north america llc sna holding investment group based norway,48
neutral,group turnover eur million operating profit eur million,19
neutral,transaction subject final agreement party approval decision making body approval finnish competition authority,25
neutral,kesko store engaged chain operation nordic baltic country russia belarus,21
negative,scanfil system supplier contract manufacturer communication sector give notice productional employee temporarily lay employee company plant sievi finland,38
positive,finland poyry energy contract advise builder new cogeneration power plant lithuania second biggest city kaunas supervise construction process,31
positive,happy working rapala encourage boater angler introduce newcomer sport said rbff president ceo frank peterson,30
negative,adp news feb finnish wood product technology supplier raute oyj hel rutav said today net profit decreased eur million usd eur million,46
positive,section regional news demand finnair asian traffic measured passenger kilometer august compare last year,29
positive,quarterly diluted eps continuing operation came eur compared last year eur,20
negative,nokia siemens network struggled make profit past two year,15
positive,madison wi feb prnewswire fiskars announces united state patent trademark office granted trademark registration color orange iconic scissor handle,35
neutral,lemminkainen oyj said signed credit agreement nordea bank sto nda pohjola bank hel poh sampo bank hel samas svenska handelsbanken sto shb,35
neutral,aspo group structure business operation continually developed without predefined schedule,15
positive,helsinki afx retail wholesale group kesko reported net sale mln eur february increase pct year year,27
neutral,capital structure solidium may complemented financial instrument future,16
neutral,estonia agriculture minister helir valdor seeder finland two day visit course meet finnish counterpart sirkka liisa anttila,29
neutral,subsidiary responsible filter sale local assembly filter market service china,20
neutral,mall financed parity basis pearl plaza llc joint venture company established chinese investor shanghai industrial investment holding co ltd srv group,34
neutral,ev device involved action,10
neutral,kaleva kustannus oy business id according notice august acquired alma medium share,25
neutral,alexandria va oct han otto scheck espoo finland developed method identifying remote radio unit communication system,28
positive,net sale surged eur million,11
neutral,jussi pesonen member sampo board since renounce seat sampo board,19
neutral,addition supplying new headbox modern sizing coating unit vaahto group provide erection supervision training start service,27
neutral,geneva feb tero aaltonen finland developed radio resource control method,17
neutral,purchase site worth million thames gateway provide home,18
negative,notified result company issuing new share directed offering joint holding pequot decreased total number share vote company,41
positive,february finnish broadband data communication system provider teleste oyj hel tlt v said wednesday net profit rocketed eur eur lifted dividend proposal,39
positive,lean system support change management component purchasing extremely well,11
negative,october finnish environmental management company lassila tikanoja oyj hel lat v l said today net profit declined eur first nine month eur period year earlier,50
positive,profit period totaled eur mn eur mn corresponding period,21
neutral,blyk launching first uk market mid market follow,17
neutral,financial detail acquisition disclosed,10
neutral,third quarter result also includes euro provision sizing lure manufacturing ireland,22
neutral,hk ruokatalo produce many turkey product cold cut,12
neutral,eb tough voip field phone equipped integrated speaker ethernet shdsl connectivity enables several innovative application,24
neutral,metso provide recovery boiler capacity tonne dry solid per day evaporation plant six thermal stage capacity tonne per hour,34
neutral,spokesperson told wwd expect mix clothing home decor,17
positive,mr lee said hoped neste move pave way collaboration project two country,24
negative,food sale totalled eur mn october representing decrease october,20
positive,bank forecast finland gdp grow,17
positive,adp news nov finnish power supply solution provider efore oyj omx efo v announced today launch opus dc latest power system opus product line,39
neutral,los angeles based pacific office property trust acquires owns operates office property western u focusing initially market honolulu san diego los angeles phoenix,36
neutral,manavigator november deal snapshot swedish peab buy equipment rental firm cramo swedish construction company peab ab sto peab b announced acquisition equipment rental company cramo entreprenadmaskiner ab finnish group cramo oyj hel cra v,45
neutral,new name sanoma division sanoma news,12
positive,sale expected increase end year however,15
positive,raisio bid buy glisten win win deal company chairman uk snack firm told food today february,29
negative,pm omx helsinki index pct lower,16
neutral,net sale power plant business eur million,15
positive,according company operating profit excluding non recurring item fourth quarter significantly better expected also better figure fourth quarter,38
positive,consumer product manufacturer fiskars corp open distribution warehouse center southaven creating job,19
negative,eps dropped eur eur,9
neutral,remote phone management demonstrates sysopen digia unique end end offering operator handset manufacturer enterprise customer,19
neutral,currently plant operates full capacity,9
positive,capman partner able develop business continue focus providing quality restaurant service customer say christopher wynne ceo papa john russia,40
positive,olvi control percent stake ragutis le coq said annual report published earlier year lithuanian brewery sale reached million euro last year rise percent million euro,49
neutral,valga lihatoostus market product mak moorits trademark,12
neutral,bg crane strong partner hiab australia many year,16
neutral,music provided major international regional label including universal music group sony music entertainment warner music emi music rotana mazzika melody music platinum record leading content aggregator orchard well thousand independent label,50
neutral,bavaria industriekapital ag revenue eur million ebitda eur million,19
positive,july september yit net sale increased eur mn compared eur mn corresponding period,26
negative,myllykoski one paper plant finland one u three germany revenue eur first half operating loss eur reuters said,38
neutral,expanded plant scheduled operational middle october,15
negative,due market condition company also temporarily lay people different site,19
negative,finland bank land report operating profit fell eur mn second quarter eur mn second quarter,33
neutral,cardona slowed vehicle turned around returned intersection called,18
neutral,previously company also delivered steel used oasis sea allure sea sister ship completed last year,30
positive,kesko pursues strategy healthy focused growth concentrating sale service consumer customer,17
neutral,quality charger chargz brand sold selected retail store sale location world wide,17
neutral,company net sale eur million today approximately employee finland estonia poland,25
neutral,third applicant fortum dropped,9
neutral,rally authorized city administration consulate official came worker spoke took letter,31
positive,addition indian market new plant serve salcomp customer globally company said,21
negative,performance impacted consolidation trend telecom sector overall structural change contract manufacturing market telecommunication technology industrial electronics,31
negative,finnish laboratory liquid handling diagnostic test system developer biohit oyj omx helsinki biobv issued tuesday june profit warning financial year,29
negative,small investor voiced fear share end risk investor,15
neutral,evraz group share owned lanebrook whose beneficiary one hand millhouse holding company asset billionaire roman abramovich business partner evraz executive alexander abramov alexander frolov,55
negative,elisa ceo sami seppanen said emt slogan best coverage across estonia clearly give misleading information consumer,21
neutral,homeowner across north america green experience share cost saving clean eco friendly heating,18
neutral,investment product development stood mln euro mln,15
positive,talentum expects net sale core business increase compared,19
neutral,upm aim secure botnia strategic development investment,13
neutral,finnish company sold uk operation consisting staff office london birmingham manchester part deal hampden july european wide property casualty arm sampo industrial,41
negative,finnish plumbing heating system supplier uponor temporarily laying whole workforce finland two week mid july,24
positive,agreement biohit becomes focus supplier pipettors disposable pipettor tip vwr customer throughout europe,20
neutral,done domestically neighboring market organically acquisition,16
positive,finnish swedish construction market still experiencing estimated annual growth,17
positive,acquiring rcp combine strong knowhow expertise solid local company,19
neutral,financialwire tm press release service receives compensation news opinion distribution,21
neutral,value contract eur mn,10
neutral,win acceptance december finnish industrial machinery company metso oyj hel meo v said today complete takeover offer textile company tamfelt oyj abp hel tafks acquiring share vote,49
neutral,repayment eur million debenture bond related company previous announcement october collect irrevocable selling commitment holder subordinated debenture bond,35
neutral,forest certification voluntary system aimed promoting sustainable forest management commercial forest,16
neutral,also chile important market area forest machine company,12
negative,full year operating result million negative,10
neutral,value order eur mn,10
neutral,sale growth car considerably influence tire market,16
neutral,developed symbian software licensing consortium led nokia,15
positive,elcoteq proven track record electronics manufacturing service em global factory network coupled modern manufacturing equipment consistent system process,29
neutral,mr galvan made saving adjustment buying le liquor watching portion size,18
negative,adpnews dec finnish cutlery hand tool maker fiskars oyj abp hel fisa said today make redundant total office management staff member subsidiary iittala group ltd,46
neutral,london afx intertek group plc testing inspection company said commercial electrical division bought finland based company natlabs oy etteplan oyj mln eur cash,37
positive,last year sysopen digia invested ibm product know building portal trading place system successfully implemented customer solution supported,27
neutral,project also implies underground parking lot vehicle,12
neutral,fortum intended spend much euro bn become sole owner tgk,21
neutral,adpnews dec norwegian financial service group sparebank gruppen osl sbgrp said board director appointed today jarle haug managing director claim collection subsidiary sparebank gruppen finans,38
neutral,business gross written premium eur net combined ratio staff total office uk germany benelux,39
positive,delighted move say morna cowie co owner double size current shop lovely feel,35
neutral,percentage share voting right calculated proportion total number share registered trade register total number voting right related,34
positive,net sale totaled eur mn eur mn corresponding period,19
neutral,biohit inc expanded mline family pipettors addition new ml volume range,22
positive,release company said vocollect customer north america take advantage voice directed warehousing solution increase warehouse efficiency productivity gain discounted price,36
positive,operating profit totalled eur mn eur mn year year,14
neutral,result merger largest professional electronics telecommunication technology contract manufacturing center finland formed sievi,25
neutral,scanfil plc global contract manufacturer system supplier communication industrial electronics,16
neutral,sanoma also executive committee accordance company article association prepares proposal matter decided noted board director,33
neutral,point spread also iran iraq,13
positive,finnish automation solution developer cencorp corporation omx helsinki cnc v said friday june completed employee negotiation regarding reorganisation operation,32
neutral,total donation amount eur,8
neutral,first industrial seek leed designation uponor new building square foot speculative distribution center first park lakeville,23
positive,european traffic grew nearly,7
neutral,vaisala headquartered helsinki finland develops manufacture electronic measurement system meteorology environmental science traffic industry,24
neutral,company objective offer best people flow experience developing delivering solution enable people move smoothly safely comfortably without waiting building increasingly urbanizing environment,38
neutral,patrick jeambar also continue responsible innovation health safety environment hsea function ahlstrom corporation,21
negative,finnish vaahto group provides paper making technology process machinery starting negotiation concerning temporary lay offs employee company plant hollola tampere finland,34
neutral,broker started upm kymmene stora enso sappi equal weight recommendation holmen norske skog underweight rating,25
neutral,managing director timo kohtam ki lemmink inen infra nevertheless point continued need infrastructure construction baltic market,21
positive,recent month capman taken significant step simplify operation ceo lennart simonsen said,19
neutral,aspo net sale totaled eur million,11
neutral,new activity incur investment meur,12
positive,addition deal includes call option enable maritim food increase holding sandanger future,28
neutral,raffle equity ltd became substantial holder archer exploration ltd january million share pc,23
neutral,p kept sell rating nordea ubs reaffirmed buy recommendation,21
neutral,together generate aspo goodwill,7
neutral,adpnews dec finnish investment group neomarkka oyj hel nembv said today furlough employee unit reka cable ltd le day starting january,43
negative,current lay offs additional temporary lay offs agreed december may,18
positive,current year raute expects net sale increase operating result positive,21
neutral,nokia said still expects sell million symbian device year come giving indication expects phone handoff work,31
neutral,new agreement continuation theagreement signed earlier year lemminkainen group whereby cramo acquired entire construction machine fleet oflemminkainen talo oy ita ja pohjois suomo signed asimilar agreement said tatu hauhio managing director ofcramo finland,50
positive,finnish silicon wafer technology company okmetic oyj omx helsinki okm v reported thursday october operating profit eur january september eur corresponding period,39
negative,f secure also point logical weakness sequenced number card approach apparently already utilised,22
negative,coca cola market leader manufacturer market share corresponding period,25
positive,finnish sport equipment maker amer sport oyj hel ameas said today net loss narrowed eur million usd second quarter eur million corresponding period year earlier,46
negative,operating profit fell eur mn second quarter eur mn second quarter,24
neutral,delivery expected take place later month,10
neutral,cosmetic collection includes eye shadow face powder lip gloss mascara accessory,18
negative,finnish construction company yit reducing number start ups market financed residential unit previously announced,25
positive,nordea see return positive growth baltic country,14
neutral,become convinced quickly told finnish business reporter,20
neutral,fortum considering taking part nuclear energy project outside finland,14
negative,medium advisory ntsb said subsequent testing train detection system intermittently failed,22
neutral,ruukki restructuring commercial industrial construction operation pursuit permanent improvement whilst adjusting operation market condition,20
neutral,result share issue number company share increase share share capital total eur,30
neutral,room modify share component already indicated,17
neutral,communication disclaims liability information provided within information world wide web,17
positive,tietoenator us nokia intellisync mobile suite wireless email calendar device management capability company extend service customer,31
neutral,today business pre empt consumer want said mohammed zainalabedin general manager zain bahrain,23
positive,nokian tyre prof high safety excellently important driving quality stability mark handling braking wet road,28
neutral,final outcome right offering reported around october,16
negative,operating loss totaled eur mn compared profit eur mn corresponding period,21
neutral,electricity consumption grows higher frequency,7
neutral,first group customer trained paint shop owner assistant,16
positive,company still expects turnover slightly increase level adding market predictability still poor trustworthy forecast market development contract manufacturing business current year,44
positive,operating profit rose eur mn eur mn corresponding period,18
positive,megafon subscriber base increased million user december market share number customer amounted late late according teliasonera estimate,50
negative,finland op pohjola staff union boycotting group insurance sale task company refused take sale insurance account determining wage,32
negative,finnlines estimated annual general meeting financially tough year due large investment,20
positive,operating profit grain trading increased eur mn eur mn,18
positive,sony ericsson nokia dominated list best selling handset five model,15
negative,net sale fell previous accounting period,12
positive,sanoma magazine net sale estimated grow,12
positive,memorandum understanding mou party collaborate preparing implementing joint project field combined power heat generation environmental protection energy efficient technology,33
positive,raisio division recorded operating profit,10
neutral,finnish electronics contract maker incap oyj said january sold manufacturing facility helsinki local real estate company sponda oyj mln euro mln,36
positive,insurer anticipates share nordea net profit significant,14
neutral,russia want utilise huge forest reserve different way done far,21
negative,march finnish electronics contract manufacturer scanfil oyj hel scf v said today plan merge wholly owned scanfil em group ojala yhtyma oy hit snag shareholder domestic rival rejected deal,41
neutral,help stakeholder get better understanding operation challenge stainless steel business,19
negative,uncommonly weak snow condition nearly every market affected first quarter result chief executive roger talermo said,23
neutral,posted turnover mln euro mln operating profit mln euro mln,25
negative,profit tax eur mn eur mn,14
positive,company booked april june new order worth mln eur compared mln eur period year ago,24
neutral,desk reach full planned strength ten person autumn,15
positive,benefon wireless gps technology company supply karputer twig navigation platform gps satellite navigation voice guidance service,27
positive,teliasonera tlsn said offer line strategy increase ownership core business holding would strengthen eesti telekom offering customer,30
neutral,rapala excited partnering rbff industry leader holiday promotion,19
neutral,come decision based preliminary economic operational environmental finding karvinen said,25
neutral,stonesoft corporation stonesoft corporation omx sft v innovative provider integrated network security solution secure information flow distributed organization,28
neutral,incident happened p avenue road,13
neutral,aldata said still number operational aspect defined microsoft detail product market initiative resulting agreement available later date,39
neutral,finland paper paperboard reclaimed,12
neutral,group intends relocate warehouse office space loudeac saint marcel morvillars east country already operates hook manufacturing distribution unit,35
neutral,finnish company also reached arrangement regarding working hour annual holiday,15
positive,job transferred finland however,10
positive,pleased deliver basware invoice automation solution major retail company u,20
neutral,exel headquartered mantyharju finland,8
negative,kone share dropped percent x ac u helsinki,13
neutral,name applicant jot automation oyname inventor mammila tuomo piirainen mika kellokoski mikaapplication kolnp adate filing application publication date,31
positive,extension new contract eight engine plant produce mw said,25
neutral,would huge process,7
positive,kesko agro lietuva agricultural machinery grain trader another member kesko group boosted sale percent million euro vat inclusive,32
neutral,altona stated private company altona chairman kevin maloney tulla resource would take entitlement full,23
neutral,share held company group company number outstanding share voting right attached share thus amount,31
neutral,new share option right plan packaging company huhtamaki oyj reported monday total new share company issued based share subscription option right plan,39
neutral,divested activity net sale eur million operating profit eur million,21
neutral,company also said sell approximately hectare land city valkeakoski end year part job job program,36
positive,cash flow business operation totalled eur mn compared negative eur mn first half,23
neutral,moscow metro www mosmetro ru first metro system europe implement smart card together new type magnetic card,28
neutral,cf pty ltd became substantial holder renison consolidated mine nl january million share pc,24
positive,increase net sale due acquisition swedish silva produce garden tool boat,22
positive,company said investment new market area resulted sale increase sweden poland russia lithuania,24
neutral,july market cap segment updated according average price may,23
positive,finnish sampo bank danish danske bank group report profit tax eur mn eur mn,29
neutral,europe need new large paper machine,8
negative,additionally company terminate maximum nine salaried senior salaried employee employment contract,18
neutral,helsinki may finnish company lemminkainen oyj hel lem said today construct office building toolonlahti downtown helsinki without disclosing financial detail,34
neutral,okhta center area expected square metre office premise,17
neutral,much biomass used sourced locally rest plant fuel need met peat,25
negative,upm said move lower net profit x ac million u million second quarter mainly due impairment charge,26
positive,bring cost saving eur mn year,12
positive,ebit margin,11
neutral,elcoteq se europe largest contract electronics maker set unit bangalore association avista advisory mumbai,25
negative,cet arcelormittal lost eur euronext paris coming lead blue chip faller,25
neutral,engine asia pacific industry profile essential resource top level data analysis covering engine industry,20
negative,pretax profit totaled eur mn compared eur mn first quarter,18
neutral,l also made commitment redeem remaining share end,17
positive,revenue time grew percent million euro,13
neutral,corresponding share capital increase eur entered trade register today,16
neutral,basware invoice processing basware contract matching basware order matching basware kpi reporting tool part basware enterprise purchase pay solution suite,29
negative,finnish plumbing heating system supplier uponor net sale continuing business operation decreased eur mn july september compared eur mn third quarter,35
neutral,loudeye corp nokia corp cent nokia agreed buy digital music distributor million,31
neutral,survey goodyear third valued tyre brand followed continental bridgestone,19
neutral,takoma carry transaction acquiring entire share capital moventas parkano oy run factory parkano southern finland,27
neutral,change built model design communicated subcontractor accommodate steel grc glass reinforced concrete fabrication process,27
neutral,also seven year historic analysis provided market,12
neutral,simultaneously merger plan another merger plan signed according suomen projektivuokraus oy subsidiary vtm rakennuskonevuokraamo oy would merged vtm rakennuskonevuokraamo oy,32
positive,fiskars brand report net sale eur mn eur mn,16
neutral,arena partner oy development company electronic business,11
neutral,business organised february way production design service combined one entity etteplan operation,29
neutral,agreement cover monitoring maintenance server capacity service backup one year extension option,22
neutral,gypsii mobile social networking application available china chinese english language support,18
positive,main business area glass machinery group glaston technology global market leader glass processing machine,23
neutral,since inception access stable management team remained disciplined focused proactive screening selection management european small mid market buy fund fund mandate,35
neutral,composite body coated hard coating layer produced thermal spraying coating ground,22
neutral,waste burning facility built,8
neutral,company said previously eb delivered custom solution lg electronics making commercially available mobile terminal vendor well wireless operator,32
neutral,u district judge douglas p woodlock yesterday extended jan temporary restraining order march,18
neutral,equipment manufactured vaahto workshop hollola finland scheduled shipment first quarter,24
neutral,total value contract eur mn,10
neutral,meeting medium analyst held day stonesoft headquarters helsinki italahdenkatu interim report presented stonesoft ceo ilkka hiidenheimo,39
positive,addition russia seek additional growth ukraine,13
neutral,panostaja disclose purchase price,8
neutral,came aspo chemical aspo shipping aspo system,22
negative,seven month sale ragutis controlled finnish brewery olvi declined percent million liter company held percent market,34
neutral,talvik say relocation application program server continue hp server approved hp supplying tailor made solution elisa,27
neutral,one largest project magazine division sanomawsoy sanoma magazine international became launch russian magazine gloriya,25
